満１８歳なら保育園を出なければならない子どもたちのために、出た後にも１週間に１回ずつは集まってお互いに励まそうという意味で作ったサッカーの集まりだ。	成立该足球队的用意是让孩子们在离开保育院后也可以每周相聚一次，互相安慰。
テキサス・レンジャーズの朴賛浩（パク・チャンホ）が、ＬＡドジャーズ選手時代の９８年７月に「今月の投手」と「今週の選手」に選ばれたが、新人のときは受賞できなかった。	朴赞浩（德克萨斯骑警队）在洛杉矶道奇队效力时的1998年7月曾被评为“本月投手”和“本周选手”，但未获得新人奖。
実は，昨日の試合…	其实，在昨天的比赛中…
両国の連盟は代表チームの選手・コーチ・トレーナーと連盟スタッフの交換プログラムを通じて、競争力向上を目指す計画だ。	两国联盟通过交换运动员、教练、训练及联盟职员的措施进一步提高本国实力。
団体での応援の雰囲気が高まると、サッカーチームのほうも乗り出した。	在团体助威氛围进入高潮之后，足球球队也顺势加入进来。
昨年の世界大会以後、自身の記録短縮に次々と失敗し心配する声も出ていたが、これで３ヵ月後に迫った０８北京五輪で、韓国水泳史上初のメダル獲得の可能性を高めた。	在去年世界大赛后，他每次都没能破自己的纪录，因此令人担心，这次破纪录使他有可能在三个月后召开的2008北京奥运会上获得韩国游泳史上第一枚金牌。
またか，ゴール下からパスを捌くパターン	又来这一招吗，在篮下改为传球
自分の価値を，落とすことはないなんて言うから。	为了体育比赛而掉了自己身价
やったな，バスケ部，とうとう，決勝リーグだって	篮球队的人干得不错耶，他们竟然能够参加决赛
この他にも、イングランド、オランダ、ナイジェリア、ガーナ、ドイツ、カメルーンなど多様な国の代表チームでチェルシーの選手がＷ杯を輝かせる予定だ。	此外英格兰队、荷兰队、尼日利亚、加纳、德国、喀麦隆等多个国家对中都有切尔西球员的身影，他们将在本届世界杯中大放异彩。
試合終了後、ＮＨＬのゲリー・ベトマン・カミシャナーが、ＭＶＰとしてジゲールの名を呼ぶと、コンチネンタル・エアラインス・アレナーに集まったニュージャージーのファンは一斉にやゆを飛ばしたが、ニュージャージーのＧＫブロデューアは、「彼はトロフィーをもらう資格がある」と勝者の余裕を見せた。	在比赛结束后，NHL的主持人盖利·贝特曼宣布MVP获得者是吉古埃尔时，大陆航空球馆内的新泽西球迷一致提出了异议，但新泽西的守门员布罗迪奥称：“他有资格获得这一荣誉。”
離れ離れになる	变得分离不断
これからの試合は チーム全員で戦い抜くぞ	接下来的比赛 要靠全队的共同努力赢下去
お前らがバカスカ点取るから終わっちまったじゃねえかよ	都怪你们光顾着得分 提前结束了比赛
高すぎ，シュート	你的投篮也太高了吧
朴主永が今回の合宿でボディーチェックを避けて、消極的なプレーをしたのは事実だ。	在此次转地训练中，朴周永确实在逃避身体对抗，消极参加比赛。
遅れちまったか，ズシって奴は何試合目だ	来迟了吗，不知道智喜那家伙比了几场了
[サッカー］安貞桓、開幕戦無得点	[足球]安贞桓在揭幕战中没有得分
得点力（韓国７ゴール、豪州５ゴール）と歴代の対戦成績（１０勝２分け２敗と韓国優位）などで韓国が上回っているが、最近の２度の対戦だけを見ると優劣がつかない。	虽然韩国队在进球能力(韩国7球，澳大利亚5球)和历史交锋战绩(10胜2平2负•韩国优势)等方面处于领先地位，但从最近两次交锋来看，两队可谓势均力敌。
②１９８４年のサラエボ冬季オリンピック。	②1984年萨拉热窝冬奥会。
昨年にプロデビューした李在成は７月まで、Ｋリーグで８ゴール（７アシスト）を記録した。	去年出道的李在城，到今年7月为止已在K联赛中攻入8粒进球(7次助攻)。
かれこれと、この夏のプロリーグは、いつになく熱く燃え上がりそうだ。	因此，今年夏天的职业联赛球场将比往年任何时候都炙手可热。
私，青道高校野球部，副部長，高島礼と申します	我是青道高中棒球部的副部长高岛礼
チーム移籍後、初の勝利であり、シーズン３勝（２敗）目を挙げた朴賛浩は、これで１７シーズン通算１２３勝（９７敗）を記録し、０５年野茂が立てたアジア投手史上最多勝タイとなった。	据此，朴赞浩迎来加盟新俱乐部以来的赛季第三场胜利（2负），同时以17赛季共123胜（97负）的战绩持平野茂英雄于2005年创下的亚藉投手最多胜场记录。
好きになったら，もっと楽しいと思うけどな	等你喜欢上排球了，会打得更开心哦
4つ目のファウルを やっちまった場合は	有球员却犯了四次规的话
今年に入って、自分とチームの抑え部門の各種記録を更新しているアリゾナ・ダイヤモンドバックスの「韓国製原潜」金炳賢（キム・ビョンヒョン、２３、写真）が、チームのワンシーズン最多セーブ記録まで更新した。	在今年赛季中，接连创造本队各项记录的“韩国核潜艇”金炳铉（23岁，亚利桑那响尾蛇队，照片）再次刷新了本队的一个赛季最多保局成功次数记录。
世界ランキング１位のフェデラーは４日、米マイアミで開かれた男女プロテニスツアー・ソニーエリックスンオープン男子シングルス８強戦で、世界６位のアンディ・ロディック（米国）に１−２（６−７、６−４、３−６）で敗れ脱落した。	世界排名第一的费德勒于4日在美国麦阿密举行的男女职业网球巡回赛索尼爱利信男子单打八强赛中以1-2(6-7,6-4,3-6)败给了世界排名第六的安德鲁－罗迪克（美国），被淘汰。
青道高校 選手の交代をお知らせします	青道高中更换选手
２００７年からソウル国際マラソンとソウルランニング大会への参加者らが拠出した後援金は、多くの期待の星に夢を与えてきた。	从2007年开始，首尔国际马拉松赛和首尔跑步大赛参赛者们提供的捐款给很多年轻选手们带去了梦想。
しかし、アブラモビッチ氏とアンチェロッティ監督の安ど感は１分も続かなかった。	不过，Abramovich和卡洛.安切洛蒂教练的高兴没有维持一分钟。
このアスファルトの空き地は、昨年までは無敵の「ジハード・サッカーチーム」の練習場だった。	仅仅在去年，这一柏油路空地还是无敌“圣战足球队”的练习场地。
テニスコート	则是网球场
男子の部は今年も、バージンゴ・ドナチエン氏（３０）の独走が予想される。	本次比赛中，Buzingo Donatien(30 Wia)仍被预想为此次马拉松大赛男子组的热门冠军人选。
わが国の体育授業が低調なのは、国語、英語、数学中心の入試に焦点を合わせた授業と、インターネット、ゲームと関連が深い。	我国体育课不受关注是与以国语、数学、英语为主的入学考试及网络游戏具有很大的关联。
ヘッテで９度、三星で１度と１０度優勝の金字塔を打ち立てた。	他在獬豸队赢得9次冠军，在三星队拿下一次冠军，累积了10次冠军的金字塔。
監督らは６日、ソウル鍾路区新門路（チョンノグ・シンムンノ）のサッカー会館で行われた三星（サムスン）ハウゼンＫリーグ０６プレーオフ４強チーム合同記者会見で、「前期・後期リーグの成績は忘れて、優勝のために全力を尽くす」と覚悟を決めた。	6日，在首尔钟路区新闻路足球会馆举行的三星hauzen K联赛2006延长赛4强球队联合记者会上，他们全部下决心说：“忘记此前上下半赛季的成绩，将为夺得总冠军而拚尽全力。”
アウト！ゲームセット！	出局！比赛结束！
よう 午前の和久南戦 けっこうな死闘だったぞ	你来啦 上午跟和久南的那场比赛 很是激烈喔
これまで韓国代表は戦術の露出を嫌って、テストマッチに「偽装先発」を起用したり、セットプレーを積極的に確かめず、批判を浴びている。	此前，代表队担心球队战术提前遭到泄漏，在热身赛上祭出了“伪装首发”，也没有积极尝试定位球进攻，因此引发了争议。
ボンフレール監督の信頼が地に落ちた理由のひとつは、選手たちとのコミュニケーションがほとんどなかったこと。	邦弗雷雷完全不被信任的原因之一是与球员没有交流。
全国体育祭典（国体）をはじめ、「偉い人」が参加する主要行事には、ふつうカードセクションが登場した。	包括全国体育大赛在内，只要是“高官”出席的主要活动都会有团体操。
それが，きっと，ゴールドさ	那肯定会是金牌吧
ワシントンのマイク・ティボー監督は、「カン・イスルは国際舞台の経験が豊富な選手でシュート能力が優れている」と期待感を示した。	华盛顿队的主教练麦克•蒂沃表示：“姜伊瑟是拥有丰富国际舞台经验的选手，投射能力很强”，达了对姜伊瑟的期待。
第１回指名からはずされても、どのチームであれ野球さえできれば契約するつもりだ」と述べている。	即使在第一次选拔中不能入选，但只要能重返赛场，我愿意和任何队签约。”
１２ゲームを残しているボストンは９０勝６０敗で、ニューヨーク・ヤンキース（９５勝５６敗）に次いでア・リーグ東地区２位をマークしており、ワイルドカード（各リーグの地区別２位チームの中で、最高勝率を記録したチームに与えられるディビジョンシリーズ出場権）でポストシーズン進出が有力だ。	现在还剩下12场比赛，波士顿红袜队以90胜60负的成绩列纽约洋基队（95胜56负）之后，排在美国联盟东部赛区的第2位，而且很有希望作为外卡（发给各联盟各赛区第2名中胜率最高的球队的分区循环赛参赛权）进入季后赛。
政治情勢の変化によって相次いで総裁の変わる悪循環が繰り返されると、８球団は１９９８年当時のＯＢ球団オーナーだった朴総裁を全会一致で首長に擁立した。	根据政界变化接连更换主席的恶性循环重复之后，8支球队俱乐部一致推选当时OB球队的俱乐部总裁朴容旿为主席。
１５日、江陵（カンルン）のアイスアリーナで行われた羽生の練習が終わった後、東亜（トンア）日報の取材に応じたオーサー氏は、「チャ・ジュンファンはチャンピオンへの道を歩んでいる」と話した。	15日，在江原江陵冰上竞技场举行的羽生结弦的训练结束后接受东亚日报采访时奥泽教练评价表示，“车俊焕正在走通往冠军的道路。”
カンは９８年長野五輪と０２年ソルトレーク冬季五輪でスケルトンに出場し、李は長野大会でリュージュ種目に参加した。	姜广培参加了1998年长野冬奥会和2002年盐湖城冬奥会的俯卧式雪橇比赛，李基鲁参加了长野冬奥会的平底雪橇比赛。
裁判がスポーツ競技に似ていると言ったのは、最高裁判所判事を務めた故・方順元（バン・スンウォン）氏だった。	曾任大法院法官的方顺元（已故）说过，审判类似于体育比赛。
韓国のあるネットユーザーが、「野球を、なぜ人生だと言うのかが分かった。	韩国的一位网民发帖称，“似乎懂得了为什么人们要把棒球比作是人生。
その貪欲さ…	他对棒球可谓饥渴
鄭副会長は女子団体戦と個人戦で金メダルを獲得したチョン・ダソミ選手（リカーブ）とチェ・ボミン選手（コンパウンド）にはそれぞれ７０００万ウォンを、男子個人戦で金メダル、団体戦で銅メダルを獲得したオ・ジンヒョク選手（リカーブ）には５０００万ウォンの報奨金を贈った。	郑副会长给在女子团体比赛和个人比赛获得金牌的选手郑多昭美（反曲弓）和崔宝敏（复合弓）各传达了7000万韩元的奖金、给获得男子个人赛金牌和团体赛铜牌的选手吴镇赫（反曲弓）传达了5000万韩元的奖金。
「ゴルフ皇帝」タイガー・ウッズが、昨年、ＧＶ８０を運転中に転覆事故に遭ったが、大きなけがはなかったことが影響したと評価されている。	有评价称，“高尔夫皇帝”泰格•伍兹去年驾驶GV80时遭遇翻车事故，但并未受到太大伤害，这似乎对销量产生了一定影响。
このタイミングの選手交替 うまいことはまったな	选择这个时候换人 收效很明显呢
ヒソカ選手 会心の右ストレート	西索选手 拿手的右直拳
カストロ選手とのリベンジを懸けた	所以今天的比赛关系到卡斯特罗选手能否一雪前耻
だが、ロバーツ監督は、まだ柳賢振とウッドを天秤にかけている。	但罗伯茨教练仍在与柳贤振和伍德之间摇摆不定。
バスケットボールの名門であるＵＣＬＡのスカウト担当者は、既に金ジンスにラブコールを送っている。	篮球名门UCLA物色球员的负责人从很早之前就对金振秀情有独钟。
これより，第三クォーターを始めます	第三节比赛现在开始
金を節約するため、この春のマスターズ大会の時は母親がキャディーバックを背負った。	为了省钱在去年的比赛中是由他的母亲背着球杆包在场上支持他。
今年は国内に野球が紹介されて１００周年になる年であるため、例年より盛りだくさんのイベントが行われる。	今年是国内引进棒球运动100周年，因此活动比往年更丰富精彩。
体育館の点検終わってねぇかなと思って	我想看看体育馆检修完了没
チェルシーのフランク・ランパード（右）が１３日、英ロンドンのスタンフォード・ブリッジで行われたイングランド・プレミアリーグのマンチェスター・シティ（マンシティ）との試合で、後半３７分、逆転のペナルティーキックを成功させ、ディディエ・ドログバ（１１番）と歓喜している。	13日，在英國倫敦斯坦福橋球場舉行了英格蘭超級職業聯賽，切爾西蘭帕德(右)在與曼徹斯特隊(曼城)比賽的下半場的第37分鐘,以點球反敗為勝，德羅巴(11號)在歡呼。
だが，６月のインターハイ予選では，両校は惜しくも出場を逃す	然而可惜的是，两队都止步于6月的高中联赛预选赛
大きな大会で格別良い成績を出す理由に対しては、「大きな大会に出れば、私よりお上手な選手たちが多いから、『私も頑張らなくちゃ』という気がします。	对于只有在大赛中才能发挥出色的理由称：“因为参加了大赛后，能够看到很多运动员的实力比我更强，因此产生了‘我也要加油’的想法。
いよいよ，世界一につながる，コンクールの始まりでございます	通向世界第一宝座的比赛，终于开始了
ファンサービス試合開始前の場外イベントとして、プロ野球記念写真展とファンが参加する「ストライクをとれ」イベントが行われる。	球迷活动=作为赛前场外项目，将进行职业棒球纪念摄影组和球迷一同参加的“抓住好球”活动。
豪州代表チームにはマーク・ヴィドゥカ（ニューカッスル・ユナイテッド）選手、ハリー・キューウェル（リバプール）選手など、イングランド・プレミアリーグおよび欧州の舞台で活躍している選手が２０人もいる。	澳大利亚队中，有马克·维杜卡（纽卡斯尔联队）、哈里·科威尔(利物浦)等20多名效力于英超联赛及欧洲舞台的选手。
ましてや、今年からはチーム当たりの試合数が１２８試合から１４４試合に増え、より多くの投手を必要とする。	而且今年的比赛次数从128场增加到144场，需要有更多的投手。
母親は私に「体育大学に出るの？	妈妈经常对我说：“你再这样下去，说不定能上体育大学了。”
キム・ヒョジュは１２日、中国広東省深圳のミッションヒルズゴルフ場（パー７２）で開幕する２０１５シーズンのＫＬＰＧＡ開幕戦の現代（ヒョンデ）車中国女子オープンに出場するため、９日出国した。	金孝姝为了参加12日中国广乐省深圳观澜湖高尔夫场（72杆）开幕的2015赛季KLPGA巡回开幕赛现代汽车中国女子公开赛于9日出国。
昨季はリーグで先発出場が３度しかなかった李康仁だが、プレシーズン最終戦で強烈な印象を残し、主力争いで有利な位置に立った。	上个赛季作为首发只参加了3场西甲联赛的李康仁在季前赛最后一场比赛中留下了深刻的印象，点燃了主力竞争战。
１６年ぶりの五輪出場に一歩前進した最年長者に、後輩たちは「今のメンバー、このまま！	为了阔别16年的奥运征程，大姐姐已经先向前迈了一步，妹妹们决心：“向这位成员学习！”
そのなかで いかに自分たちの野球ができるか	比的就是谁能发挥出自己应有的水准
ビッグリーグ進出を果たした「レッドブル」黄喜燦（ファン・ヒチャン＝２４）が華麗なデビューを飾った。	成功进入顶级联赛的“黄牛”黄喜灿(24岁)上演了华丽的首秀。
２００２年の韓日ワールドカップを控えて、安全性を理由に閉鎖されたが、２０１７年９月、様々な文化活動が可能な空間に生まれ変わった。	2002年韩日世界杯前夕，油库因安全性原因关闭，2017年9月作为可以进行多种文化活动的空间重新开放。
イリーナ・チャシナ（ロシア）選手が２００３年大邱（デグ）ユニバシアード大会初の ３冠王に輝いた。	伊丽娜·查西娜（俄罗斯）在2003年大邱世界大学生运动会上取得了第一个三冠王。
プレーオフが１９回行われた中で、２連敗の後３連勝で韓国シリーズに進出したケースはたった一度だけ。	在19次的重赛中，两连败后奇迹般的取得3连胜而进军韩国循环赛的情况只有一次。
若い時は、他人に勝つことが目標だったが、五十を越えて「人生の後半」に差し掛かっただけに、発想の転換が必要だったのだ。	虽然年轻时的目标是战胜他人，但50岁之后，进入了“人生的后半段”，因此有必要转换一下思路。
今大会優勝の見返りに得られるのは	这次大赛冠军得到的奖励
決勝の前にどうしても，けりつけときたくて	我一定要在决赛之前把话说清楚
周防名人みたいに試合に出なくなるなんてことになったら…	要是像周防名人那样 搞得人都不想参加比赛了就…
普段は野球派	平日爱看的是棒球
砂漠マラソン専門家のユ・チソン（３６）さんは語る。	沙漠马拉松专家刘志成（36岁）这样说。
あそこは，前の監督が辞めてから，まだ１回しか甲子園行ってないよ	那边自从前任教练离开后，只去过一次甲子园哦
崔京周は、「コース記録をたてた選手は、翌日成績が振るわない」というジンクスを破りきれず、３バーディー、３ボギーのイーブンパー７３とスコアを伸ばせず、２位タイ（２３アンダー、２６９）に満足するしかなかった。	崔京周没有摆脱“创该赛场记录的选手从第二天开始状态倒退”的厄运，总成绩以3个小鸟、3个柏忌仅达到标准杆73杆，遗憾地排在并列第2位（负23杆，269杆）。
金炳賢は２９日、リグリフィールドで行われたシカゴ・カブス戦に先発し、６イニングを無失点で抑える好投で、シーズン３勝（２敗）を記録した。	本月29日，在雷格利球场举行的与芝加哥科普斯队的比赛上，金炳贤首发出场，6局中以无失分的出色表现，赢得了本赛季第3个胜利（2负）。
プロバスケットチーム・蔚山モービスオートモンス（モビス）の崔熙岩（チェ・ヒアム）監督（４８）が、電撃辞任した。	近日，职业篮球队Mobis automons队的主教练崔熙岩（48岁）宣布正式下课。
しかし，もうすぐ次の試合があるんだ，	可是，马上就要下一场比赛了
カン・サンギュン（２５、延世大学体育系列２年生）、李カンソク（２５、亜州大学建築学部３年生）、金ヨンビン（２３、ソウル大学経済学部２年生）、金サンギュン（２５、韓国科学技術院電算学科４年生）、ホン・スンイル（２１、ソウル大学機械航空工学部２年生）さんの５人がその主人公だ。	他们是姜尚均（25岁•延世大学体育系2年级）、李江石（25岁•亚洲大学建筑学院3年级）、金英斌（23岁•首尔大学经济学院2年级）、金尚均（25岁•韩国科学技术院计算机专业4年级）、洪圣日（21岁•首尔大学机械航空工学系2年级•以上人名音译）5人。
競技場のある洛東江（ナクトンガン）では北朝鮮の漕艇選手らが午前１０時練習を終えて帰る韓国選手団と会った。	上午10点在位于江西区江东洞附近的洛东江赛艇赛场上，北韩代表队与正要结束训练返回营地的南韩选手们见了面。
しかも、最強のアニカ・ソレンスタム（スウェーデン）がひどい風邪のため６番ホールを終えてから試合をあきらめたため、韓国勢の肩が軽くなる見通し。	加上高尔夫皇后艾尼卡·索伦斯坦（瑞典）因感冒，当天打完6个洞后，放弃比赛，韩国选手有望取得好成绩。
この回も稲実に得点を許しません 桜沢高校	樱泽高中 这一局也没让稻实得分
ストールとの出会いは、ウォズニアッキと交際中だった２０１２年のライダーカップ最中だった。	麦克罗伊第一次见到斯托尔是在与沃兹尼亚交往中的2012年莱德杯比赛期间。
公正政策提案公募展で、「政策に対する抵抗感や態度の変化」と題した論文でグランプリを授賞したチョンさんが、論文内容について説明するシーンだった。	这是在公正政策提议招募比赛中以“对政策的抵抗感及态度变化”论文得到大奖的郑氏的论文说明场面。
モスクワ発の共同通信は、アジアオリンピック評議会（OCA）のシエイク・アーマド会長は27日、2002年のアジア競技大会開催予定都市である釜山（プサン）のずさんな準備に対する不満を述べ、次期OCA総会では開催権を剥奪するとの考えを明らかにしていると伝えた。	亚洲奥林匹克评议会（OCA）会长赛伊德.阿迈德于27日表示不满，2002年亚运会召开城市釜山没有积极做好准备.并透露将在下次OCA总会中剥夺其召开权.这是东京通信在莫斯科报导的消息.据塔斯社通信报导，阿迈德会长当天在乌兹别克斯坦首都塔斯甘召开的OCA理事会结束后透露了上述内容.
トロントがリーグ優勝決定シリーズに進出したのは２３年ぶりだ。	多伦多队时隔23年之后再次进入到联盟冠军争夺战。
いよいよ公式戦だ	终于到正式比赛了
選手たちの情熱（Passion）に練習（Practice）と忍耐（Perseverance）を加えた「３Ｐ」を指導のモットとし、就任３年目で最強のチームに作り上げたのだ。	他把选手的热情（Passion）、练习（Practice）和忍耐（Perseverance）这3P作为教练的哲学，用三年时间打造了最强的队伍。
今シーズン、終始「頭を下げた男」だったが、ポストシーズンでは必ず名誉を挽回すると意気込んでいる。	也就是说，在整个赛季他一直扮演着“低头的男人”角色，但是在季后赛上，一定要恢复名誉。
監督の真意は分からないが，正直賛成しかねるな	虽然不知道总教练是怎么想的，但确实难以认同
日向に何度も決められれば，ブロックに迷いが出てもおかしくない	如果日向连续得分，拦网球员就很容易犹豫不决
オリンピックの年齢制限は１５歳だ。	能够参加奥运会的最小年龄为满15周岁。
２０１８平昌冬季パラリンピック組織委員会によると、９日に開幕するパラリンピックの入場券販売は、すでに目標値を超えたという。	根据2018年平昌冬季残奥会(冬季残疾人奥林匹克运动会)组委会的统计，即将于9日开幕的平昌冬季残奥会门票销售已经超过了目标值。
せっかく長くテニスやってるから，関係することがいいかな	毕竟练了这么久网球，还是想做跟网球有关的事
もう少しだけ このメンバーで バスケがしたいんだ	我还希望以这个阵容多打几场球赛
熱く盛り上がることで有名な中国の観客たちの息をする音や、報道陣のカメラシャッターの音が、選手たちの耳に直に届くくらい近いため、競技力に影響を受けかねない。	因为过度热情的中国观众的声音和媒体的相机快门声会影响到运动员的集中，有可能就会对比赛产生影响。
兵役修了後、１２月、鎭川（チンチョン）選手村で筋トレに集中していたチョン・ヒョンは、しかし、早いテンポで試合の感覚を取り戻し、今シーズンの予測を明るくさせた。	服完兵役后，郑现12月一直在镇川运动员村内着重进行身体恢复训练，此番能这么快速地找回比赛感觉，预示着本赛季的前景很光明。
今回の試合は、２００２年韓日Ｗ杯の４強進出国である韓国と王者ブラジルのサッカー有望株たちの対戦という面で関心を集めている。	因为此次交锋的两支球队是2002韩日世界杯上进入四强的韩国和冠军巴西两个国家的青年队，他们各自代表着本国足球的未来，所以备受人们关注。
しかし、北朝鮮の報道のほかに、金総書記の試合観戦を立証する物証がなく、北朝鮮側が内部の動揺を鎮め、国際社会に「体制に異常なし」というメッセージを伝えるために、意図的なジェスチャーを取ったのではないかという分析もある。	但是除了朝鲜的报导以外，没有任何证据可以表明金委员长确实观看了比赛，因此还有人分析这可能是朝鲜为了平息内部动摇、向国际社会传达“体制没有发生异常”的信息而做的虚假报导。
洪氏は韓国野球代表チームがワールド・ベースボール・クラシック（ＷＢＣ）４強進出の快挙達成を祝い、サッカー代表の２００６ドイツワールドカップ（Ｗ杯）の１次目標を１６強進出に置いていることを明らかにした。	他对韩国国家棒球队进入世界棒球经典赛（WBC）四强的佳绩表示祝贺，并表明，国家足球队在2006德国世界杯的第一个目标是进入16强。
１９９９年９月３０日、本人の国内最多ホームラン記録を９日早めた５４号タイ記録であると同時に、１０日大邱で行われた対韓火（ハンファ）戦で、６回５３号を記録してから９試合４０打席（３３打数６安打）ぶりのホームランだ。	这是提前9天平自己在1999年9月30日创下的国内最多本垒打数（54个）记录，又是自10日在大邱与韩化队的比赛上，第6回合击出第53个本垒打后，连续9场40次站在击球位置（33个有效击球，6个安打）以来击出的第一个本垒打。
優勝するっていう気合を持って挑めって事よ ねぇ	我们是要你抱着必胜的气势去拼搏啊 对吧
シュート 赤木さん	投篮吧！赤木！
それじゃみんな，優勝を目指して頑張ってね	那请大家努力赢得比赛吧
ＳＢＳの朴盧俊（パク・ノジュン）解説委員は、「３次戦が勝負先であり、序盤２点以上出したチームが勝つだろう」と見込んだ。	ＳＢＳ解说员朴卢俊表示：“三次比赛为关键，只有在最初得到两分的队伍才能笑到最后。”
韓国のサッカーが、国家代表チームのアシアンカップでの苦杯に続いて、青少年チームも、アジア選手権に於いて予想外に予選で脱落するという大きな恥をさらした。	继韩国国家足球队在亚洲杯上的糟糕表现，韩国青年足球队也在亚洲青年足球锦标赛的小组赛中阴沟里翻船，连小组都没出线，遭受奇耻大辱.
メキシコ大会の１年前に行われたアジア地域予選で、韓国代表チームは５回も再編されるなど混迷もあったが、金監督が指揮を取ってから本大会へのチケットがかかった日本との最終２次戦で許監督は決勝ゴールを決めた。	在墨西哥世界杯前一年举行的亚洲地区预选赛中，韩国足球代表队被改编5次，队员的情绪很不稳定，但自从金正男接掌指挥棒之后，在与已经稳操入场券的日本队展开的第2次比赛中，许丁茂打进了制胜的一球。
政権前半期の失政も、相当部分が誤った人事から始まったのではないだろうか。	在执政前半期未能取得成功，在很大程度上也和错误的人事调整有关系。
インターハイ出場の最後の椅子を懸けた	决定全国大赛参赛资格的这场比赛
韓国シリーズが終わった後の１１月１３日、金監督と魚允泰（オ・ユンテ、５５）社長の単独面談の席で、魚社長が金監督に「ＬＧが追求する野球はこういうものではない」と話した。	韩国循环赛结束的11月13日，球队总经理鱼允泰（55岁）在与金星根的单独会谈中说：“LG所追求的棒球不是这样。”
